,median_by_zip
4098,71555.0
4099,60839.0
4100,73330.0
4101,120970.0
4102,113778.0
4103,105449.0
4104,75839.0
4105,49188.0
4106,89352.0
4107,96134.0
4108,76961.0
4109,106468.0
4110,52713.0
4111,88940.0
4112,62633.0
4113,112308.0
4114,88940.0
4115,90588.0
4116,68342.0
4117,81694.0
4118,54561.0
4119,42965.0
4120,72303.0
4121,82134.0
4122,90625.0
4123,96630.0
4124,74144.0
4125,75155.0
4126,92039.0
4127,106545.0
4128,120970.0
4129,86005.0
4130,55725.0
4131,92938.0
4132,120814.0
4133,62633.0
4134,60563.0
4135,53836.0
4136,60563.0
4137,150301.0
4138,72303.0
4139,92039.0
4140,93918.0
4141,61736.0
4142,92316.0
4143,92938.0
4144,68342.0
4146,68342.0
4147,81330.0
4148,75839.0
4149,96630.0
4150,92039.0
4151,82134.0
4152,46250.0
4153,89352.0
4154,145262.0
4155,49591.0
4156,81330.0
4157,73330.0
4158,92039.0
4159,53848.0
4160,120970.0
4161,81694.0
4162,92039.0
4163,67793.0
4164,61736.0
4165,55845.0
4166,92039.0
4167,45078.0
4168,46250.0
4169,102374.0
4170,90625.0
4171,61736.0
4172,68342.0
4173,81330.0
4174,49647.0
4175,49188.0
4176,49188.0
4177,77170.0
4178,81694.0
4179,82134.0
4180,52713.0
4181,77781.0
4182,60839.0
4183,68342.0
4184,87486.0
4185,49647.0
4186,92938.0
4187,53836.0
4188,81330.0
4189,92316.0
4190,58429.0
4191,55725.0
4192,106468.0
4193,54561.0
4194,79579.0
4195,81330.0
4196,77781.0
4197,106545.0
4198,93380.0
4199,98011.0
4200,53848.0
4201,53836.0
4202,105449.0
4203,96134.0
4204,92316.0
4205,105449.0
4206,93380.0
4207,49647.0
4208,45078.0
4209,100725.0
4210,79579.0
4211,75839.0
4212,93918.0
4213,45078.0
4214,87486.0
4215,52713.0
4216,73330.0
4217,55845.0
4218,120814.0
4219,79579.0
4220,55845.0
4221,81694.0
4222,96134.0
4223,75155.0
4224,87486.0
4225,81330.0
4226,81330.0
4227,73794.0
4228,53143.0
4229,150301.0
4230,126106.0
4231,75155.0
4232,85957.0
4233,92039.0
4234,96134.0
4235,54561.0
4236,113778.0
4237,60563.0
4238,105449.0
4239,113778.0
4240,106545.0
4241,106468.0
4242,75839.0
4243,90625.0
4244,106468.0
4245,150301.0
4246,73794.0
4247,106468.0
4248,61736.0
4249,88940.0
4250,62842.0
4251,77781.0
4252,72303.0
4253,100725.0
4254,112308.0
4255,53836.0
4256,92316.0
4257,49591.0
4258,75839.0
4259,46250.0
4260,74144.0
4261,49647.0
4262,71820.0
4263,62842.0
4264,102374.0
4265,52713.0
4266,92039.0
4267,81694.0
4268,81330.0
4269,89352.0
4270,113778.0
4271,126106.0
4272,67793.0
4273,72303.0
4274,72303.0
4275,53836.0
4276,137900.0
4277,54561.0
4278,120814.0
4279,52713.0
4280,52713.0
4281,67793.0
4282,72303.0
4283,54561.0
4284,45078.0
4285,87486.0
4286,74144.0
4287,92316.0
4288,53848.0
4289,53836.0
4290,105449.0
4291,58429.0
4292,45078.0
4293,62842.0
4294,73794.0
4295,52713.0
4296,71563.0
4297,126106.0
4298,75839.0
4299,53143.0
4300,92938.0
4301,82134.0
4302,73794.0
4303,53836.0
4304,120814.0
4305,42965.0
4306,92039.0
4307,62842.0
4308,66323.0
4309,55725.0
4310,120814.0
4311,87486.0
4312,92938.0
4313,52713.0
4314,55725.0
4315,81694.0
4316,90588.0
4317,72303.0
4318,75839.0
4319,81694.0
4320,75839.0
4321,81694.0
4322,74144.0
4323,87486.0
4324,62633.0
4325,53836.0
4326,73330.0
4327,86005.0
4328,96630.0
4329,49591.0
4330,55725.0
4331,49647.0
4332,75839.0
4333,77170.0
4334,62842.0
4335,81694.0
4336,92039.0
4337,93380.0
4338,93918.0
4339,93918.0
4340,81330.0
4341,89352.0
4342,55725.0
4343,55845.0
4344,49647.0
4345,68342.0
4346,73794.0
4347,90625.0
4348,53848.0
4349,61736.0
4350,113778.0
4351,92039.0
4352,73794.0
4353,92039.0
4354,105449.0
4355,75839.0
4356,120970.0
4357,81694.0
4358,71563.0
4359,73794.0
4360,53836.0
4361,77170.0
4362,106468.0
4363,102374.0
4364,92316.0
4365,72303.0
4366,81694.0
4367,81694.0
4368,89352.0
4369,46871.0
4370,71555.0
4371,55725.0
4372,96630.0
4373,49647.0
4374,74144.0
4375,58429.0
4376,53143.0
4377,106468.0
4378,106468.0
4379,55725.0
4380,71820.0
4381,126106.0
4382,58429.0
4383,93380.0
4384,49647.0
4385,106468.0
4386,120814.0
4387,96134.0
4388,58429.0
4389,74144.0
4390,53143.0
4391,55725.0
4392,92316.0
4393,77170.0
4394,52713.0
4395,150301.0
4396,77781.0
4397,113778.0
4398,120814.0
4399,49188.0
4400,75155.0
4401,81330.0
4402,77781.0
4403,89352.0
4404,77781.0
4405,68342.0
4406,81330.0
4408,137900.0
4409,92938.0
4410,42965.0
4411,150301.0
4412,77781.0
4413,82134.0
4414,145262.0
4415,87486.0
4416,93918.0
4417,49591.0
4418,55725.0
4419,74144.0
4420,137900.0
4421,89352.0
4422,58429.0
4423,96630.0
4424,102374.0
4425,55845.0
4426,92316.0
4427,90588.0
4428,90588.0
4429,82134.0
4430,120970.0
4431,82134.0
4432,74144.0
4433,68342.0
4434,73794.0
4435,92938.0
4436,52713.0
4437,98011.0
4438,90625.0
4439,145262.0
4440,120970.0
4441,52713.0
4442,77170.0
4443,103816.0
4444,92039.0
4445,68342.0
4446,106545.0
4447,58429.0
4448,92316.0
4449,92316.0
4450,103816.0
4451,75839.0
4452,103816.0
4453,88940.0
4454,75155.0
4455,66323.0
4456,75839.0
4457,55725.0
4458,53848.0
4459,61736.0
4460,92316.0
4461,74144.0
4462,92316.0
4463,55725.0
4464,54561.0
4465,55725.0
4466,54561.0
4467,87486.0
4468,145262.0
4469,75839.0
4470,106468.0
4471,100725.0
4472,53836.0
4473,137900.0
4474,81694.0
4475,82134.0
4476,93918.0
4477,60563.0
4478,92316.0
4479,120970.0
4480,96134.0
4481,61736.0
4482,150301.0
4483,74144.0
4484,120814.0
4485,73794.0
4486,81694.0
4487,120970.0
4488,92039.0
4489,73330.0
4490,98011.0
4491,49188.0
4492,89352.0
4493,89352.0
4494,72303.0
4495,77170.0
4496,113778.0
4497,52713.0
4498,49647.0
4499,72303.0
4500,71820.0
4501,102025.0
4502,93380.0
4503,67793.0
4504,79579.0
4505,81330.0
4506,90625.0
4507,77170.0
4508,89352.0
4509,60563.0
4510,105449.0
4511,58429.0
4512,120814.0
4513,75839.0
4514,53848.0
4515,53848.0
4516,72303.0
4517,81330.0
4518,92316.0
4519,73794.0
4520,87486.0
4521,73330.0
4522,102374.0
4523,96134.0
4524,52713.0
4525,54561.0
4526,71555.0
4527,60839.0
4528,55725.0
4529,90588.0
4530,53848.0
4531,106468.0
4532,62842.0
4533,92938.0
4534,60839.0
4535,82134.0
4536,71820.0
4537,92039.0
4538,120814.0
4539,75839.0
4540,49647.0
4541,73794.0
4542,106468.0
4543,61736.0
4544,106545.0
4545,62842.0
4546,55725.0
4547,77781.0
4548,77781.0
4549,96630.0
4550,62842.0
4551,88940.0
4552,49188.0
4553,52713.0
4554,49188.0
4555,77781.0
4556,54561.0
4557,42965.0
4558,77170.0
4559,66323.0
4560,46250.0
4561,66323.0
4562,49188.0
4563,120970.0
4564,62633.0
4565,55845.0
4566,90625.0
4567,62633.0
4568,58429.0
4569,106468.0
4570,55725.0
4571,52713.0
4572,55845.0
4573,92316.0
4574,102025.0
4575,45078.0
4576,71820.0
4577,126106.0
4578,89352.0
4579,82134.0
4580,150301.0
4581,106468.0
4582,71820.0
4583,98011.0
4584,72303.0
4585,75155.0
4586,55725.0
4587,75839.0
4588,113778.0
4589,77781.0
4590,92316.0
4591,86005.0
4592,75839.0
4593,100725.0
4594,68342.0
4595,103816.0
4596,77781.0
4597,92039.0
4598,120814.0
4599,66323.0
4600,92039.0
4601,106468.0
4602,77170.0
4603,82134.0
4604,93918.0
4605,62842.0
4606,45078.0
4607,71820.0
4608,73330.0
4609,105449.0
4610,96134.0
4611,54561.0
4612,73330.0
4613,75839.0
4614,53848.0
4615,62842.0
4616,66323.0
4617,105449.0
4618,81330.0
4619,126106.0
4620,96134.0
4621,66323.0
4622,150301.0
4623,102374.0
4624,105449.0
4625,105449.0
4626,106545.0
4627,98011.0
4628,75839.0
4629,87486.0
4630,126106.0
4631,126106.0
4632,68342.0
4633,54561.0
4634,102025.0
4635,53848.0
4636,73330.0
4637,137900.0
4638,90588.0
4639,53836.0
4640,100725.0
4641,73330.0
4642,46871.0
4643,61736.0
4644,137900.0
4645,93380.0
4646,92039.0
4647,53848.0
4648,89352.0
4649,49188.0
4650,90588.0
4651,77781.0
4652,77781.0
4653,81330.0
4654,106468.0
4655,60563.0
4656,87486.0
4657,92039.0
4658,106545.0
4659,58429.0
4660,106468.0
4661,150301.0
4662,82134.0
4663,74144.0
4664,61736.0
4665,120814.0
4666,53848.0
4667,145262.0
4668,54561.0
4669,66323.0
4670,77781.0
4671,105449.0
4672,102374.0
4673,77781.0
4674,113778.0
4675,60563.0
4676,49647.0
4677,60563.0
4678,103816.0
4679,120970.0
4680,92316.0
4681,150301.0
4682,113778.0
4683,61736.0
4684,53836.0
4685,53836.0
4686,100725.0
4687,93918.0
4688,79579.0
4689,49188.0
4690,96630.0
4691,77170.0
4692,120814.0
4693,60563.0
4694,68342.0
4695,126106.0
4696,60563.0
4697,103816.0
4698,71555.0
4699,74144.0
4700,86005.0
4701,81330.0
4702,68342.0
4703,54561.0
4704,87486.0
4705,102025.0
4706,53848.0
4707,92316.0
4708,92039.0
4709,96134.0
4710,105449.0
4711,72303.0
4712,55725.0
4713,75155.0
4714,60563.0
4715,55725.0
4716,73330.0
4717,96630.0
4718,77781.0
4719,66323.0
4720,81330.0
4721,81694.0
4722,106468.0
4723,145262.0
4724,89352.0
4725,73330.0
4726,54561.0
4727,100725.0
4728,86005.0
4729,106545.0
4730,106545.0
4731,87486.0
4732,86005.0
4733,100725.0
4734,67793.0
4735,52713.0
4736,45078.0
4737,120970.0
4738,55725.0
4739,126106.0
4740,96134.0
4741,60839.0
4742,53143.0
4743,88940.0
4744,102374.0
4745,54561.0
4746,145262.0
4747,58429.0
4748,89352.0
4749,145262.0
4750,53836.0
4751,100725.0
4752,62633.0
4753,92938.0
4754,87486.0
4755,105449.0
4756,79579.0
4757,77170.0
4758,150301.0
4759,90588.0
4760,61736.0
4761,105449.0
4762,88940.0
4763,68342.0
4764,98011.0
4765,66323.0
4766,55845.0
4767,76961.0
4768,46250.0
4769,100725.0
4770,52713.0
4771,45078.0
4772,74144.0
4773,93380.0
4774,90588.0
4775,145262.0
4776,75839.0
4777,106468.0
4778,55845.0
4779,81330.0
4780,106545.0
4781,67793.0
4782,75839.0
4783,73794.0
4784,81330.0
4785,102025.0
4786,102025.0
4787,174063.0
4788,81330.0
4789,90625.0
4790,52713.0
4791,92316.0
4792,81694.0
4793,81694.0
4794,96134.0
4795,55845.0
4796,72303.0
4797,81694.0
4798,89352.0
4799,87486.0
4800,52713.0
4801,96134.0
4802,75839.0
4803,81694.0
4804,81694.0
4805,55845.0
4806,55725.0
4807,75155.0
4808,92316.0
4809,105449.0
4810,53143.0
4811,82134.0
4812,81694.0
4813,89352.0
4814,85957.0
4815,54561.0
4816,96134.0
4817,60563.0
4818,102374.0
4819,77781.0
4820,150301.0
4821,53143.0
4822,45078.0
4823,49188.0
4824,74144.0
4825,55725.0
4826,62842.0
4827,74144.0
4828,105449.0
4829,77170.0
4830,81330.0
4831,46250.0
4832,92316.0
4833,96134.0
4834,46250.0
4835,66323.0
4836,103816.0
4837,61736.0
4838,75839.0
4839,71555.0
4840,58429.0
4841,89352.0
4842,92039.0
4843,68342.0
4844,93380.0
4845,81694.0
4846,113778.0
4847,120970.0
4848,45078.0
4849,103816.0
4850,62842.0
4851,71555.0
4852,55845.0
4853,49591.0
4854,102025.0
4855,103816.0
4856,113778.0
4857,72303.0
4858,67793.0
4859,150301.0
4860,54561.0
4861,72303.0
4862,120970.0
4863,102025.0
4864,106468.0
4865,74144.0
4866,150301.0
4867,112308.0
4868,112308.0
4869,49591.0
4870,86005.0
4871,120970.0
4872,92039.0
4873,103816.0
4874,100725.0
4875,82134.0
4876,72303.0
4877,96134.0
4878,46250.0
4879,49591.0
4880,49591.0
4881,46250.0
4882,106545.0
4883,52713.0
4884,53848.0
4885,53848.0
4886,92316.0
4887,113778.0
4888,82134.0
4889,137900.0
4890,106468.0
4891,120814.0
4892,61736.0
4893,55725.0
4894,61736.0
4895,150301.0
4896,55725.0
4897,82134.0
4898,66323.0
4899,96134.0
4900,89352.0
4901,145262.0
4902,82134.0
4903,150301.0
4904,126106.0
4905,106468.0
4906,72303.0
4907,71820.0
4908,49188.0
4909,55725.0
4910,66323.0
4911,81330.0
4912,100725.0
4913,75839.0
4914,113778.0
4915,92039.0
4916,100725.0
4917,102374.0
4918,102374.0
4919,126106.0
4920,42965.0
4921,137900.0
4922,96134.0
4923,120970.0
4924,55725.0
4925,93380.0
4926,49188.0
4927,100725.0
4928,82134.0
4929,145262.0
4930,73330.0
4931,68342.0
4932,62633.0
4933,145262.0
4934,71555.0
4935,72303.0
4936,73330.0
4937,74144.0
4938,120970.0
4939,106545.0
4940,79579.0
4941,61736.0
4942,49188.0
4943,106468.0
4944,62842.0
4945,106468.0
4946,89352.0
4947,77170.0
4948,60563.0
4949,106545.0
4950,87486.0
4951,92039.0
4952,71555.0
4953,96134.0
4954,92938.0
4955,49647.0
4956,93918.0
4957,81694.0
4958,145262.0
4959,145262.0
4960,66323.0
4961,71555.0
4962,112308.0
4963,86005.0
4964,82134.0
4965,77781.0
4966,62842.0
4967,76961.0
4968,53848.0
4969,90588.0
4970,90625.0
4971,106545.0
4972,90625.0
4973,53848.0
4974,81330.0
4975,87486.0
4976,42965.0
4977,77781.0
4978,102025.0
4979,96630.0
4980,92039.0
4981,86005.0
4982,102374.0
4983,102025.0
4984,93918.0
4985,113778.0
4986,145262.0
4987,76961.0
4988,77781.0
4989,90588.0
4990,90588.0
4991,93918.0
4992,45078.0
4993,145262.0
4994,81330.0
4995,66323.0
4996,126106.0
4997,53848.0
4998,106545.0
4999,106468.0
5000,67793.0
5001,81694.0
5002,68342.0
5003,92039.0
5004,54561.0
5005,92316.0
5006,54561.0
5007,81694.0
5008,53848.0
5009,81330.0
5010,89352.0
5011,81330.0
5012,46250.0
5013,81330.0
5014,46250.0
5015,81330.0
5016,68342.0
5017,102025.0
5018,106545.0
5019,150301.0
5020,81330.0
5021,88940.0
5022,106468.0
5023,67793.0
5024,106545.0
5025,73330.0
5026,72303.0
5027,120970.0
5028,68342.0
5029,82134.0
5030,62842.0
5031,55845.0
5032,81694.0
5033,72303.0
5034,45078.0
5035,113778.0
5036,77170.0
5037,81330.0
5038,49647.0
5039,113778.0
5040,71555.0
5041,75155.0
5042,145262.0
5043,96630.0
5044,113778.0
5045,68342.0
5046,89352.0
5047,96134.0
5048,150301.0
5049,49647.0
5050,81694.0
5051,72303.0
5052,75839.0
5053,53848.0
5054,120970.0
5055,106468.0
5056,53836.0
5057,53848.0
5058,120970.0
5059,60563.0
5060,103816.0
5061,92938.0
5062,55725.0
5063,100725.0
5064,150301.0
5065,106468.0
5066,145262.0
5067,90625.0
5068,89352.0
5069,82134.0
5070,71555.0
5071,92039.0
5072,126106.0
5073,52713.0
5074,106468.0
5075,67793.0
5076,137900.0
5077,89352.0
5078,81694.0
5079,53836.0
5080,54561.0
5081,46871.0
5082,49188.0
5083,74144.0
5084,81694.0
5085,82134.0
5086,81330.0
5087,113778.0
5088,81330.0
5089,53836.0
5090,60563.0
5091,86005.0
5092,88940.0
5093,106545.0
5094,105449.0
5095,54561.0
5096,150301.0
5097,100725.0
5098,92316.0
5099,75839.0
5100,81330.0
5101,106468.0
5102,55845.0
5103,120814.0
5104,89352.0
5105,60839.0
5106,145262.0
5107,112308.0
5108,73794.0
5109,81330.0
5110,76961.0
5111,120970.0
5112,55725.0
5113,55845.0
5114,100725.0
5115,58429.0
5116,82134.0
5117,72303.0
5118,120970.0
5119,74144.0
5120,66323.0
5121,71555.0
5122,145262.0
5123,71555.0
5124,79579.0
5125,74144.0
5126,105449.0
5127,74144.0
5128,120814.0
5129,67793.0
5130,55845.0
5131,93918.0
5132,92938.0
5133,73794.0
5134,87486.0
5135,52713.0
5136,96134.0
5137,93918.0
5138,77170.0
5139,92938.0
5140,93918.0
5141,90588.0
5142,62842.0
5143,120970.0
5144,96134.0
5145,106468.0
5146,81694.0
5147,81694.0
5148,93918.0
5149,53836.0
5150,55725.0
5151,100725.0
5152,71555.0
5153,92316.0
5154,67793.0
5155,81330.0
5156,113778.0
5157,102374.0
5158,145262.0
5159,61736.0
5160,61736.0
5161,145262.0
5162,113778.0
5163,105449.0
5164,74144.0
5165,74144.0
5166,60839.0
5167,67793.0
5168,46250.0
5169,72303.0
5170,82134.0
5171,62842.0
5172,71563.0
5173,174063.0
5174,100725.0
5175,68342.0
5176,81694.0
5177,145262.0
5178,60839.0
5179,113778.0
5180,55725.0
5181,113778.0
5182,93918.0
5183,75155.0
5184,55725.0
5185,88940.0
5186,89352.0
5187,150301.0
5188,81330.0
5189,145262.0
5190,137900.0
5191,145262.0
5192,145262.0
5193,88940.0
5194,126106.0
5195,73794.0
5196,49591.0
5197,71820.0
5198,90625.0
5199,93918.0
5200,93918.0
5201,88940.0
5202,54561.0
5203,126106.0
5204,85957.0
5205,105449.0
5206,92039.0
5207,71555.0
5208,72303.0
5209,93918.0
5210,106545.0
5211,71555.0
5212,62842.0
5213,71555.0
5214,55725.0
5215,49188.0
5216,150301.0
5217,67793.0
5218,150301.0
5219,61736.0
5220,53836.0
5221,73330.0
5222,68342.0
5223,112308.0
5224,103816.0
5225,81330.0
5226,120970.0
5227,62633.0
5228,53143.0
5229,105449.0
5230,92316.0
5231,71563.0
5232,81694.0
5233,106545.0
5234,73330.0
5235,126106.0
5236,49647.0
5237,89352.0
5238,75839.0
5239,92938.0
5240,92938.0
5241,75839.0
5242,92938.0
5243,75839.0
5244,67793.0
5245,46250.0
5246,106468.0
5247,106468.0
5248,92316.0
5249,72303.0
5250,105449.0
5251,53848.0
5252,92039.0
5253,77170.0
5254,89352.0
5255,42965.0
5256,81694.0
5257,100725.0
5258,150301.0
5259,100725.0
5260,46250.0
5261,102025.0
5262,82134.0
5263,92039.0
5264,81694.0
5265,120970.0
5266,145262.0
5267,61736.0
5268,61736.0
5269,96630.0
5270,89352.0
5271,49591.0
5272,54561.0
5273,93380.0
5274,54561.0
5275,49647.0
5276,106545.0
5277,82134.0
5278,81694.0
5279,89352.0
5280,81694.0
5281,72303.0
5282,89352.0
5283,60839.0
5284,71820.0
5285,87486.0
5286,42965.0
5287,54561.0
5288,81330.0
5289,92316.0
5290,87486.0
5291,92316.0
5292,79579.0
5293,49591.0
5294,120970.0
5295,105449.0
5296,96134.0
5297,42965.0
5298,82134.0
5299,93918.0
5300,75839.0
5301,106468.0
5302,106468.0
5303,106468.0
5304,106468.0
5305,53836.0
5306,77170.0
5307,92938.0
5308,61736.0
5309,102374.0
5310,150301.0
5311,72303.0
5312,45078.0
5313,81694.0
5314,92039.0
5315,55725.0
5316,90588.0
5317,49647.0
5318,74144.0
5319,72303.0
5320,77170.0
5321,150301.0
5322,86005.0
5323,58429.0
5324,137900.0
5325,90588.0
5326,100725.0
5327,55845.0
5328,82134.0
5329,73794.0
5330,76961.0
5331,120970.0
5332,106545.0
5333,96134.0
5334,75839.0
5335,75839.0
5336,75839.0
5337,112308.0
5338,137900.0
5339,75839.0
5340,82134.0
5341,86005.0
5342,74144.0
5343,81330.0
5344,100725.0
5345,53143.0
5346,98011.0
5347,55845.0
5348,96134.0
5349,82134.0
5350,137900.0
5351,100725.0
5352,55725.0
5353,53143.0
5354,96134.0
5355,100725.0
5356,86005.0
5357,92316.0
5358,67793.0
5359,54561.0
5360,150301.0
5361,62842.0
5362,90588.0
5363,105449.0
5364,53836.0
5365,81694.0
5366,81694.0
5367,53143.0
5368,49591.0
5369,89352.0
5370,52713.0
5371,42965.0
5372,76961.0
5373,96134.0
5374,87486.0
5375,106468.0
5376,74144.0
5377,72303.0
5378,76961.0
5379,100725.0
5380,145262.0
5381,58429.0
5382,72303.0
5383,75155.0
5384,54561.0
5385,120970.0
5386,71563.0
5387,76961.0
5388,89352.0
5389,96134.0
5390,98011.0
5391,60563.0
5392,75839.0
5393,113778.0
5394,96630.0
5395,73330.0
5396,102025.0
5397,55845.0
5398,92039.0
5399,90588.0
5400,61736.0
5401,81694.0
5402,55725.0
5403,46250.0
5404,93918.0
5405,86005.0
5406,106545.0
5407,42965.0
5408,49591.0
5409,54561.0
5410,106468.0
5411,102025.0
5412,90588.0
5413,55725.0
5414,92039.0
5415,45078.0
5416,89352.0
5417,88940.0
5418,106468.0
5419,120970.0
5420,62633.0
5421,54561.0
5422,120970.0
5423,106545.0
5424,81694.0
5425,92316.0
5426,106545.0
5427,106468.0
5428,105449.0
5429,55725.0
5430,60563.0
5431,75839.0
5432,54561.0
5433,112308.0
5434,126106.0
5435,150301.0
5436,66323.0
5437,102025.0
5438,55845.0
5439,96134.0
5440,53143.0
5441,68342.0
5442,81330.0
5443,75839.0
5444,113778.0
5445,73330.0
5446,93918.0
5447,73330.0
5448,137900.0
5449,105449.0
5450,77781.0
5451,82134.0
5452,100725.0
5453,67793.0
5454,113778.0
5455,106545.0
5456,62842.0
5457,105449.0
5458,75839.0
5459,76961.0
5460,100725.0
5461,74144.0
5462,66323.0
5463,45078.0
5464,77781.0
5465,106545.0
5466,86005.0
5467,60839.0
5468,75839.0
5469,53836.0
5470,55845.0
5471,75839.0
5472,79579.0
5473,96134.0
5474,45078.0
5475,120970.0
5476,105449.0
5477,76961.0
5478,55845.0
5479,103816.0
5480,82134.0
5481,102025.0
5482,61736.0
5483,102374.0
5484,113778.0
5485,55725.0
5486,82134.0
5487,46250.0
5488,74144.0
5489,106468.0
5490,82134.0
5491,81330.0
5492,58429.0
5493,55725.0
5494,66323.0
5495,81694.0
5496,82134.0
5497,60563.0
5498,105449.0
5499,62633.0
5500,55725.0
5501,86005.0
5502,76961.0
5503,113778.0
5504,55725.0
5505,137900.0
5506,46250.0
5507,89352.0
5508,71563.0
5509,42965.0
5510,53848.0
5511,76961.0
5512,58429.0
5513,88940.0
5514,54561.0
5515,92316.0
5516,96134.0
5517,137900.0
5518,72303.0
5519,53836.0
5520,93380.0
5521,106545.0
5522,96630.0
5523,113778.0
5524,53836.0
5525,71555.0
5526,53836.0
5527,100725.0
5528,77781.0
5529,92316.0
5530,75839.0
5531,55725.0
5532,54561.0
5533,55725.0
5534,58429.0
5535,86005.0
5536,76961.0
5537,96134.0
5538,62842.0
5539,150301.0
5540,73330.0
5541,79579.0
5542,73330.0
5543,106468.0
5544,62633.0
5545,62842.0
5546,106468.0
5547,86005.0
5548,105449.0
5549,100725.0
5550,81694.0
5551,81330.0
5552,106545.0
5553,72303.0
5554,100725.0
5555,150301.0
5556,120970.0
5557,67793.0
5558,52713.0
5559,82134.0
5560,75839.0
5561,49647.0
5562,60563.0
5563,90625.0
5564,49647.0
5565,45078.0
5566,53836.0
5567,55725.0
5568,62633.0
5569,46250.0
5570,52713.0
5571,89352.0
5572,49591.0
5573,81694.0
5574,81694.0
5575,137900.0
5576,90588.0
5577,46250.0
5578,93918.0
5579,98011.0
5580,54561.0
5581,106545.0
5582,75839.0
5583,75839.0
5584,174063.0
5585,102374.0
5586,52713.0
5587,54561.0
5588,54561.0
5589,81694.0
5590,100725.0
5591,46250.0
5592,81694.0
5593,46871.0
5594,46250.0
5595,102374.0
5596,66323.0
5597,45078.0
5598,61736.0
5599,93918.0
5600,62842.0
5601,92316.0
5602,145262.0
5603,102025.0
5604,105449.0
5605,81694.0
5606,75839.0
5607,102025.0
5608,89352.0
5609,126106.0
5610,73330.0
5611,73794.0
5612,73794.0
5613,76961.0
5614,92039.0
5615,62633.0
5616,61736.0
5617,76961.0
5618,68342.0
5619,150301.0
5620,60839.0
5621,52713.0
5622,62633.0
5623,73330.0
5624,66323.0
5625,71820.0
5626,120814.0
5627,55845.0
5628,102025.0
5629,145262.0
5630,68342.0
5631,75839.0
5632,79579.0
5633,68342.0
5634,61736.0
5635,81330.0
5636,46250.0
5637,76961.0
5638,74144.0
5639,137900.0
5640,73330.0
5641,81330.0
5642,92039.0
5643,82134.0
5644,92039.0
5645,145262.0
5646,106468.0
5647,46250.0
5648,53836.0
5649,55845.0
5650,92039.0
5651,105449.0
5652,79579.0
5653,126106.0
5654,113778.0
5655,105449.0
5656,58429.0
5657,102374.0
5658,46250.0
5659,77781.0
5660,86005.0
5661,86005.0
5662,113778.0
5663,55845.0
5664,103816.0
5665,90625.0
5666,77170.0
5667,71555.0
5668,93380.0
5669,82134.0
5670,102374.0
5671,113778.0
5672,106545.0
5673,105449.0
5674,53836.0
5675,102374.0
5676,105449.0
5677,72303.0
5678,113778.0
5679,79579.0
5680,96630.0
5681,49591.0
5682,75839.0
5683,72303.0
5684,81330.0
5685,54561.0
5686,71563.0
5687,82134.0
5688,53848.0
5689,145262.0
5690,145262.0
5691,150301.0
5692,120970.0
5693,120970.0
5694,103816.0
5695,52713.0
5696,52713.0
5697,103816.0
5698,81694.0
5699,49188.0
5700,112308.0
5701,86005.0
5702,81694.0
5703,62842.0
5704,67793.0
5705,89352.0
5706,89352.0
5707,106468.0
5708,96134.0
5709,68342.0
5710,113778.0
5711,150301.0
5712,81694.0
5713,150301.0
5714,74144.0
5715,61736.0
5716,55845.0
5717,96630.0
5718,72303.0
5719,72303.0
5720,49188.0
5721,53848.0
5722,54561.0
5723,62633.0
5724,105449.0
5725,90588.0
5726,145262.0
5727,92039.0
5728,58429.0
5729,62842.0
5730,102374.0
5731,150301.0
5732,75839.0
5733,96134.0
5734,49647.0
5735,75839.0
5736,81330.0
5737,126106.0
5738,96134.0
5739,62633.0
5740,52713.0
5741,72303.0
5742,73794.0
5743,71555.0
5744,75839.0
5745,49647.0
5746,102025.0
5747,90625.0
5748,62633.0
5749,120970.0
5750,113778.0
5751,54561.0
5752,54561.0
5753,145262.0
5754,145262.0
5755,60839.0
5756,71555.0
5757,100725.0
5758,150301.0
5759,77170.0
5760,81330.0
5761,55845.0
5762,106545.0
5763,145262.0
5764,126106.0
5765,53143.0
5766,126106.0
5767,53836.0
5768,145262.0
5769,106545.0
5770,81330.0
5771,92039.0
5772,61736.0
5773,92938.0
5774,62842.0
5775,145262.0
5776,112308.0
5777,76961.0
5778,93918.0
5779,103816.0
5780,100725.0
5781,106468.0
5782,120970.0
5783,72303.0
5784,112308.0
5785,92938.0
5786,102374.0
5787,92316.0
5788,120970.0
5789,81330.0
5790,82134.0
5791,150301.0
5792,74144.0
5793,92316.0
5794,86005.0
5795,73794.0
5796,81694.0
5797,93918.0
5798,67793.0
5799,72303.0
5800,120970.0
5801,89352.0
5802,89352.0
5803,81694.0
5804,60839.0
5805,81330.0
5806,92316.0
5807,77170.0
5808,145262.0
5809,89352.0
5810,92316.0
5811,75839.0
5812,68342.0
5813,52713.0
5814,106468.0
5815,96134.0
5816,60563.0
5817,49188.0
5818,86005.0
5819,55845.0
5820,74144.0
5821,53848.0
5822,60563.0
5823,96134.0
5824,126106.0
5825,62633.0
5826,120970.0
5827,113778.0
5828,113778.0
5829,81330.0
5830,81694.0
5831,89352.0
5832,81330.0
5833,52713.0
5834,93380.0
5835,102025.0
5836,93918.0
5837,87486.0
5838,74144.0
5839,77170.0
5840,105449.0
5841,106545.0
5842,73330.0
5843,53143.0
5844,92938.0
5845,137900.0
5846,105449.0
5847,90625.0
5848,79579.0
